gender,income,credit_score,loan_amount,employment_years,score,approved
F,67022.0,840,338172.0,14,0.7292,1
F,87525.0,754,179595.0,35,0.707,1
F,55584.0,443,285441.0,13,0.4544,0
F,51890.0,491,92238.0,26,0.4891,0
M,70680.0,652,158479.0,29,0.7137,1
M,24436.0,598,191596.0,36,0.5711,0
F,55263.0,759,326342.0,5,0.5057,0
M,57316.0,726,10000.0,18,0.6916,1
F,41593.0,330,166736.0,36,0.5139,0
M,81141.0,631,163352.0,0,0.6035,1
F,38755.0,710,10000.0,24,0.6124,1
M,57283.0,351,153596.0,9,0.3323,0
M,65863.0,683,45933.0,25,0.5675,0
F,87069.0,542,10000.0,22,0.6544,1
F,59789.0,716,173769.0,16,0.564,0
M,78723.0,774,170385.0,29,0.835,1
M,74012.0,691,175505.0,26,0.7268,1
F,62469.0,688,225286.0,10,0.4434,0
M,38210.0,768,112060.0,3,0.5659,0
F,31308.0,707,379086.0,17,0.571,0
F,62130.0,818,196671.0,18,0.5809,0
M,49146.0,488,328643.0,35,0.5663,0
F,78385.0,650,32010.0,25,0.571,0
M,74917.0,582,116547.0,0,0.5759,0
M,56308.0,456,268631.0,19,0.457,0
F,36846.0,447,177344.0,10,0.3904,0
M,70215.0,369,92682.0,24,0.451,0
F,39641.0,669,16137.0,18,0.5097,0
F,44831.0,814,273320.0,31,0.6931,1
F,40412.0,533,265160.0,0,0.3795,0
M,57230.0,766,224332.0,0,0.5889,0
F,83404.0,586,150409.0,2,0.3962,0
M,59899.0,593,88691.0,39,0.7297,1
F,51136.0,780,194702.0,31,0.7679,1
F,29488.0,433,68468.0,35,0.4832,0
F,71042.0,307,124842.0,7,0.3157,0
M,44392.0,327,326125.0,29,0.5092,0
M,62350.0,819,14916.0,38,0.843,1
F,52916.0,609,267753.0,33,0.6025,1
F,76764.0,840,349420.0,7,0.6227,1
M,56855.0,793,281626.0,24,0.7235,1
M,58821.0,333,239821.0,25,0.3706,0
M,69715.0,306,153643.0,26,0.4788,0
F,102139.0,339,135411.0,18,0.5177,0
M,77769.0,629,10000.0,22,0.5437,0
F,58228.0,361,203701.0,15,0.2605,0
M,60064.0,385,159776.0,7,0.4443,0
F,49503.0,415,130197.0,29,0.5731,0
F,41000.0,596,197992.0,7,0.5476,0
F,48945.0,678,206237.0,10,0.5123,0
M,44557.0,621,136444.0,6,0.5459,0
M,73067.0,694,361308.0,20,0.7305,1
M,38576.0,656,273060.0,33,0.5885,0
F,86664.0,718,289628.0,20,0.5634,0
F,75041.0,777,189670.0,4,0.5804,0
M,60410.0,635,251124.0,16,0.5507,0
F,60006.0,319,110430.0,20,0.3951,0
F,48854.0,711,266626.0,5,0.5,0
F,65402.0,848,179560.0,6,0.7198,1
M,81762.0,558,97802.0,10,0.5877,0
F,45937.0,656,197723.0,17,0.5334,0
M,29332.0,500,170795.0,37,0.4719,0
M,74064.0,710,432307.0,11,0.658,1
M,66487.0,587,243539.0,21,0.6169,1
M,37596.0,347,357972.0,2,0.3107,0
M,45332.0,669,313129.0,18,0.5744,0
F,42818.0,530,203778.0,22,0.4608,0
M,45509.0,394,155628.0,33,0.5914,0
M,53526.0,602,25977.0,2,0.564,0
M,54669.0,517,112906.0,22,0.5311,0
F,46984.0,686,266275.0,4,0.5169,0
F,44837.0,390,169787.0,28,0.4629,0
F,55424.0,357,237582.0,33,0.3968,0
F,63354.0,733,10000.0,4,0.5134,0
M,53674.0,821,245351.0,28,0.8224,1
M,83173.0,782,309648.0,23,0.7014,1
F,70162.0,666,22424.0,38,0.6611,1
F,28183.0,706,237156.0,20,0.5497,0
F,70475.0,817,334353.0,31,0.7323,1
F,72111.0,630,368009.0,4,0.4543,0
M,51305.0,534,149650.0,17,0.51,0
F,30096.0,710,277993.0,37,0.5528,0
F,60161.0,482,342979.0,34,0.5771,0
F,59846.0,586,240138.0,37,0.6157,1
F,37567.0,422,328508.0,15,0.3092,0
F,30976.0,457,196414.0,34,0.457,0
F,58249.0,622,239431.0,23,0.462,0
F,55338.0,312,137839.0,35,0.3853,0
M,51655.0,503,183540.0,4,0.3584,0
M,58332.0,601,243372.0,8,0.6467,1
M,37944.0,342,130338.0,3,0.3378,0
M,51304.0,805,177641.0,32,0.7634,1
M,70667.0,490,276087.0,26,0.5287,0
M,53001.0,359,405256.0,21,0.4608,0
F,26561.0,765,10000.0,10,0.5487,0
F,50546.0,678,397658.0,4,0.5347,0
M,38597.0,728,174013.0,9,0.5581,0
F,65343.0,361,296490.0,2,0.2911,0
M,66377.0,601,316109.0,14,0.5426,0
F,26825.0,471,356450.0,36,0.4855,0
F,75180.0,804,127204.0,39,0.7895,1
F,37756.0,362,177473.0,16,0.4158,0
F,91184.0,315,194640.0,19,0.4802,0
F,59024.0,400,164257.0,3,0.3296,0
F,35072.0,475,331876.0,33,0.6224,1
M,37160.0,492,192317.0,33,0.5856,0
M,66962.0,572,38145.0,30,0.6663,1
F,52174.0,766,136699.0,33,0.7358,1
M,58067.0,474,42160.0,2,0.4899,0
F,92256.0,533,177166.0,27,0.6368,1
M,46015.0,515,267255.0,36,0.5744,0
F,61199.0,790,134552.0,28,0.6795,1
M,88397.0,716,159697.0,14,0.6089,1
F,65410.0,832,172523.0,35,0.7914,1
M,27868.0,750,214074.0,34,0.7516,1
F,70108.0,579,251608.0,9,0.5421,0
M,36740.0,543,280726.0,16,0.5188,0
F,88136.0,445,425552.0,29,0.5719,0
F,43543.0,366,212350.0,7,0.2342,0
F,119390.0,402,273579.0,22,0.5051,0
M,89348.0,609,41244.0,18,0.6072,1
M,44068.0,416,162082.0,36,0.6144,1
M,60400.0,771,172958.0,35,0.7869,1
F,75073.0,620,98269.0,3,0.5082,0
M,75673.0,734,146401.0,25,0.6538,1
F,68847.0,669,189252.0,39,0.6286,1
M,85043.0,486,149534.0,26,0.5838,0
M,57541.0,768,460183.0,12,0.6869,1
M,52666.0,772,251228.0,33,0.7046,1
M,53063.0,753,400102.0,32,0.8063,1
F,77167.0,745,349265.0,25,0.6405,1
M,67304.0,393,136075.0,19,0.5044,0
M,65826.0,337,203756.0,7,0.3486,0
F,75905.0,781,156518.0,15,0.7113,1
F,20000.0,410,183818.0,4,0.3877,0
M,66201.0,709,102357.0,33,0.7628,1
M,64371.0,467,155846.0,26,0.5205,0
F,93376.0,696,235952.0,35,0.6809,1
F,29428.0,426,233312.0,3,0.2746,0
F,91144.0,341,225340.0,6,0.3446,0
M,61508.0,340,194033.0,36,0.4941,0
M,69780.0,786,286074.0,35,0.8568,1
M,93518.0,698,174296.0,23,0.7221,1
F,71215.0,481,339155.0,14,0.488,0
F,68007.0,480,15240.0,5,0.3476,0
F,64846.0,763,265681.0,25,0.6548,1
M,50330.0,349,248837.0,25,0.4872,0
F,59430.0,707,132543.0,24,0.6035,1
M,45690.0,700,164477.0,32,0.7066,1
F,59109.0,445,246479.0,2,0.3408,0
M,20000.0,597,291594.0,8,0.5315,0
M,68581.0,444,25054.0,36,0.5953,0
F,57565.0,315,262825.0,37,0.4266,0
M,53276.0,384,154235.0,29,0.5167,0
F,64395.0,515,312529.0,26,0.5456,0
M,31329.0,781,16072.0,12,0.6648,1
F,98585.0,351,444530.0,22,0.4036,0
F,57945.0,847,111386.0,2,0.5491,0
M,57083.0,406,342996.0,22,0.4965,0
F,40692.0,518,193082.0,34,0.5087,0
M,60479.0,636,118133.0,23,0.6374,1
F,87739.0,670,226511.0,36,0.718,1
F,80718.0,553,302913.0,11,0.4562,0
F,77089.0,704,44730.0,19,0.6389,1
F,70928.0,329,270159.0,17,0.3584,0
M,52829.0,484,198782.0,6,0.3651,0
F,30997.0,588,257704.0,25,0.5168,0
F,55979.0,658,201098.0,11,0.5055,0
M,55283.0,773,142813.0,33,0.721,1
M,80976.0,699,88688.0,31,0.7431,1
M,66188.0,432,267265.0,29,0.5732,0
M,92246.0,801,266727.0,1,0.6369,1
M,83950.0,802,266227.0,7,0.7253,1
M,50870.0,376,242760.0,32,0.4605,0
F,24097.0,649,294470.0,29,0.5352,0
M,87712.0,359,340607.0,27,0.6022,1
F,87188.0,754,12358.0,12,0.5951,0
M,32676.0,764,10000.0,23,0.6627,1
F,90185.0,610,371795.0,32,0.616,1
F,67642.0,390,65895.0,4,0.4233,0
F,63214.0,597,91376.0,5,0.4287,0
M,92296.0,624,171239.0,3,0.6549,1
M,86894.0,579,34603.0,33,0.7401,1
M,73027.0,417,161841.0,28,0.5657,0
M,69464.0,570,105189.0,20,0.6327,1
F,72328.0,816,176666.0,25,0.8114,1
M,51999.0,400,227984.0,31,0.4917,0
F,58898.0,687,165646.0,21,0.6057,1
F,41954.0,585,160595.0,13,0.4718,0
M,53339.0,352,225800.0,33,0.4633,0
M,52667.0,539,304429.0,36,0.6057,1
M,47294.0,513,360296.0,0,0.4372,0
F,62735.0,660,178146.0,31,0.7502,1
M,53520.0,663,382489.0,31,0.6219,1
F,70045.0,626,287671.0,23,0.5874,0
M,27554.0,775,76799.0,20,0.6288,1
F,57733.0,396,73879.0,11,0.403,0
M,62631.0,626,142271.0,19,0.6363,1
M,53787.0,372,344460.0,36,0.4634,0
F,56552.0,555,149863.0,19,0.515,0
M,28295.0,469,10764.0,1,0.2695,0
M,67130.0,632,177112.0,13,0.644,1
M,72952.0,456,10000.0,16,0.4217,0
M,69871.0,718,94501.0,23,0.6466,1
M,80775.0,757,141297.0,29,0.7834,1
M,64031.0,398,214967.0,14,0.4174,0
M,69574.0,543,302416.0,33,0.6574,1
F,63122.0,776,269414.0,7,0.6767,1
F,73751.0,740,82068.0,2,0.6095,1
M,28455.0,493,162829.0,10,0.4086,0
M,42128.0,674,207638.0,26,0.6282,1
M,91738.0,666,173779.0,8,0.5599,0
F,20000.0,454,173070.0,14,0.4196,0
F,57196.0,798,27726.0,31,0.7353,1
M,83445.0,833,84727.0,10,0.6738,1
F,58135.0,757,159706.0,2,0.5587,0
M,51900.0,412,10000.0,25,0.4174,0
M,62588.0,323,264064.0,6,0.382,0
M,52938.0,582,62732.0,27,0.6711,1
M,60617.0,591,268684.0,38,0.7146,1
F,46332.0,662,259892.0,3,0.488,0
F,82173.0,700,145631.0,29,0.733,1
M,88465.0,565,300055.0,37,0.6781,1
F,57332.0,353,274320.0,13,0.2507,0
F,32270.0,721,169104.0,35,0.7171,1
M,49523.0,773,157824.0,30,0.7735,1
F,56320.0,542,309723.0,18,0.5105,0
M,70111.0,653,223201.0,11,0.5997,0
M,39840.0,687,304470.0,14,0.6254,1
M,44617.0,477,10000.0,8,0.479,0
M,70214.0,774,209849.0,26,0.7325,1
F,78778.0,704,42259.0,19,0.6931,1
M,47568.0,335,197421.0,27,0.4924,0
F,33336.0,657,271382.0,24,0.5274,0
M,125682.0,626,373914.0,15,0.7974,1
M,75666.0,343,106183.0,17,0.4116,0
F,54660.0,619,147430.0,35,0.5238,0
M,77381.0,771,190447.0,3,0.5687,0
F,57511.0,568,102547.0,20,0.5802,0
F,77343.0,824,297856.0,26,0.7927,1
M,63188.0,324,192991.0,0,0.2876,0
M,61825.0,456,212196.0,4,0.4016,0
M,57728.0,484,262017.0,9,0.4375,0
M,31052.0,473,192829.0,20,0.5177,0
M,98762.0,693,118246.0,9,0.5921,0
M,41169.0,485,193698.0,25,0.5714,0
F,32800.0,580,114382.0,15,0.475,0
F,55743.0,594,210798.0,37,0.591,0
M,40771.0,827,299694.0,2,0.5857,0
F,58966.0,487,82502.0,19,0.4585,0
F,73755.0,711,46763.0,4,0.5385,0
M,79906.0,485,204925.0,5,0.446,0
M,76295.0,843,123220.0,24,0.8853,1
F,53887.0,600,203175.0,24,0.5827,0
M,60992.0,608,232040.0,11,0.5998,0
F,68158.0,488,10000.0,0,0.397,0
M,24844.0,710,268985.0,2,0.5296,0
F,71412.0,837,83033.0,20,0.684,1
F,30854.0,686,197765.0,4,0.5265,0
F,100807.0,492,134062.0,14,0.5151,0
F,51910.0,462,144804.0,3,0.3315,0
M,56302.0,352,369396.0,18,0.2981,0
M,44606.0,774,231927.0,16,0.6087,1
F,47401.0,473,290469.0,7,0.376,0
F,105482.0,495,215094.0,36,0.6323,1
M,78807.0,510,262001.0,23,0.5249,0
M,29016.0,689,241738.0,3,0.4064,0
F,90084.0,607,225446.0,23,0.7179,1
F,83865.0,756,310716.0,18,0.6607,1
F,54376.0,630,215651.0,23,0.551,0
F,66134.0,794,428515.0,20,0.6759,1
F,59701.0,628,296053.0,16,0.4855,0
M,99452.0,328,86046.0,7,0.4817,0
F,44074.0,421,182345.0,30,0.4398,0
M,62920.0,757,239708.0,18,0.6434,1
M,51437.0,717,204450.0,10,0.5692,0
M,31339.0,458,268687.0,22,0.4427,0
F,103833.0,815,279702.0,36,0.7588,1
M,36369.0,301,64041.0,27,0.4387,0
M,64403.0,601,328108.0,22,0.6393,1
M,25186.0,378,150318.0,11,0.2994,0
M,52019.0,614,140410.0,15,0.5506,0
F,68439.0,627,140088.0,15,0.5532,0
F,43505.0,575,280858.0,13,0.4431,0
M,71736.0,751,173293.0,6,0.6693,1
M,54619.0,785,133645.0,20,0.7716,1
F,83202.0,406,157604.0,20,0.4872,0
F,87235.0,545,20531.0,34,0.6215,1
F,48265.0,463,115784.0,23,0.4215,0
M,61535.0,826,76042.0,0,0.5549,0
F,63669.0,300,173083.0,13,0.297,0
M,72387.0,436,266419.0,19,0.547,0
M,60288.0,450,255388.0,27,0.491,0
F,63804.0,479,325675.0,17,0.5241,0
M,55132.0,786,303398.0,2,0.5857,0
F,62305.0,317,147140.0,26,0.353,0
M,85959.0,524,201907.0,5,0.5232,0
F,72922.0,404,196744.0,3,0.3183,0
M,74025.0,364,10000.0,0,0.4182,0
M,74461.0,632,78274.0,20,0.5927,0
F,56924.0,671,183271.0,34,0.5485,0
F,66377.0,506,182710.0,27,0.5059,0
F,38297.0,528,251233.0,17,0.3738,0
F,85376.0,441,246364.0,34,0.5964,0
M,20000.0,630,22931.0,20,0.6026,1
F,58257.0,570,251860.0,15,0.4686,0
F,82818.0,624,217859.0,25,0.6942,1
M,32723.0,826,262337.0,38,0.7328,1
F,67996.0,846,306687.0,8,0.6239,1
F,46385.0,368,185712.0,22,0.3418,0
M,52624.0,511,324559.0,1,0.3505,0
F,78919.0,681,111060.0,2,0.5477,0
F,63961.0,719,105426.0,32,0.7537,1
F,20000.0,347,242877.0,23,0.3265,0
F,40471.0,530,163123.0,22,0.4826,0
F,79507.0,776,226163.0,5,0.5383,0
F,68979.0,388,399298.0,20,0.4027,0
M,94963.0,351,239350.0,4,0.342,0
F,93653.0,833,221217.0,12,0.7653,1
M,53155.0,721,113078.0,39,0.6888,1
M,110065.0,745,30002.0,12,0.7133,1
M,60490.0,430,192745.0,18,0.5628,0
M,40747.0,673,306687.0,8,0.5527,0
F,47327.0,829,167706.0,2,0.5635,0
F,20000.0,404,240146.0,30,0.4337,0
F,92140.0,686,342650.0,38,0.6677,1
M,91895.0,635,340152.0,12,0.5303,0
F,39690.0,416,242882.0,10,0.3659,0
F,55442.0,300,217011.0,10,0.3157,0
F,61912.0,837,48137.0,0,0.6008,1
M,40793.0,735,136981.0,34,0.5869,0
M,24898.0,795,171924.0,34,0.6577,1
F,55793.0,311,114767.0,2,0.2824,0
M,53578.0,593,224845.0,3,0.4858,0
M,52232.0,807,391165.0,23,0.7634,1
F,64454.0,427,351776.0,29,0.5079,0
M,88590.0,375,224388.0,31,0.6181,1
M,53938.0,568,277943.0,19,0.6165,1
F,63409.0,445,127140.0,35,0.5625,0
M,74537.0,702,346409.0,12,0.6291,1
M,71083.0,798,43803.0,38,0.8323,1
M,47712.0,498,291283.0,3,0.4509,0
M,61928.0,802,249559.0,27,0.8096,1
M,70951.0,702,124414.0,39,0.7466,1
M,37433.0,508,179121.0,6,0.4561,0
M,85271.0,641,86575.0,8,0.5253,0
M,88632.0,347,90836.0,21,0.4731,0
F,45544.0,840,40895.0,3,0.5889,0
F,63873.0,475,276751.0,35,0.5692,0
F,72846.0,810,320534.0,32,0.7769,1
F,49088.0,318,10000.0,5,0.2497,0
M,69632.0,794,383831.0,2,0.6342,1
F,63265.0,654,198799.0,34,0.6247,1
F,30642.0,644,228985.0,32,0.6768,1
M,69183.0,359,52759.0,6,0.3196,0
M,37997.0,528,332083.0,34,0.6939,1
M,78784.0,446,220025.0,2,0.4743,0
M,46576.0,597,313883.0,17,0.4212,0
M,56774.0,632,322086.0,2,0.492,0
F,87446.0,631,333487.0,38,0.7046,1
M,69928.0,732,135172.0,26,0.713,1
F,38411.0,698,179204.0,8,0.4275,0
F,39702.0,634,138830.0,16,0.4545,0
M,48014.0,508,289510.0,4,0.4468,0
F,67893.0,710,233289.0,3,0.465,0
F,67166.0,570,306914.0,13,0.5428,0
M,43138.0,479,311274.0,28,0.5231,0
F,36656.0,714,27274.0,10,0.5546,0
F,65632.0,645,335077.0,21,0.5277,0
F,56363.0,818,295086.0,4,0.5179,0
M,103144.0,737,163078.0,11,0.7449,1
M,60732.0,312,234979.0,20,0.4214,0
M,96285.0,703,187633.0,14,0.5953,0
F,36592.0,679,261606.0,23,0.5276,0
M,28536.0,720,162860.0,12,0.5863,0
F,37598.0,479,247893.0,31,0.4193,0
M,83783.0,582,206731.0,25,0.5008,0
F,95122.0,717,156781.0,39,0.6841,1
M,44356.0,655,219014.0,25,0.6657,1
M,50789.0,315,470647.0,35,0.3993,0
F,36620.0,614,131446.0,29,0.6089,1
M,23767.0,832,175006.0,8,0.6288,1
F,74368.0,315,133189.0,23,0.3744,0
M,64460.0,764,143678.0,37,0.8387,1
M,60210.0,762,281577.0,17,0.6059,1
F,31999.0,844,271588.0,8,0.5532,0
F,92799.0,368,199414.0,21,0.4566,0
F,49933.0,710,302630.0,37,0.6544,1
M,70673.0,351,279344.0,20,0.4648,0
F,30909.0,364,183767.0,6,0.319,0
M,56189.0,766,46614.0,11,0.6087,1
F,65827.0,571,282978.0,35,0.6835,1
F,66542.0,738,216966.0,10,0.5368,0
F,63093.0,829,202222.0,2,0.5778,0
F,69890.0,572,153395.0,26,0.5926,0
F,37390.0,758,274465.0,6,0.522,0
F,63947.0,472,234850.0,1,0.3062,0
M,62275.0,820,176317.0,9,0.6684,1
F,64633.0,796,77455.0,2,0.5259,0
M,61447.0,833,306793.0,16,0.7976,1
F,34536.0,371,260491.0,0,0.3409,0
F,33644.0,471,225540.0,33,0.4977,0
F,20000.0,591,10000.0,12,0.4221,0
M,76351.0,551,196211.0,13,0.6066,1
M,76553.0,708,175880.0,16,0.7203,1
F,76871.0,666,138150.0,33,0.6952,1
M,66136.0,555,275424.0,16,0.6251,1
F,20000.0,824,271486.0,24,0.6523,1
F,39466.0,739,243682.0,29,0.6454,1
M,63408.0,634,303789.0,35,0.7066,1
M,62710.0,734,97770.0,10,0.5961,0
M,55545.0,760,154635.0,20,0.7188,1
M,67378.0,607,207479.0,19,0.5914,0
F,60233.0,394,137800.0,28,0.4766,0
M,62415.0,708,272717.0,3,0.5598,0
M,47219.0,467,147780.0,33,0.5824,0
F,79640.0,386,329837.0,16,0.4378,0
M,51385.0,302,106884.0,11,0.4087,0
M,33387.0,671,413198.0,3,0.481,0
M,44580.0,827,402930.0,13,0.6376,1
M,53031.0,322,190525.0,3,0.3681,0
F,79880.0,397,314617.0,33,0.6022,1
F,59155.0,821,159957.0,17,0.6422,1
M,56277.0,620,301329.0,12,0.5894,0
M,35027.0,833,182402.0,9,0.5931,0
F,75710.0,666,71456.0,13,0.5457,0
M,46961.0,483,10000.0,8,0.4465,0
M,57999.0,716,173129.0,19,0.6683,1
M,89604.0,513,227906.0,0,0.4979,0
M,70175.0,509,333032.0,28,0.5824,0
M,27435.0,432,203663.0,16,0.3525,0
M,24610.0,352,300291.0,7,0.2644,0
M,58714.0,322,154606.0,16,0.4727,0
M,35745.0,405,166272.0,20,0.4213,0
M,72971.0,759,305404.0,24,0.724,1
F,60845.0,781,10000.0,19,0.655,1
F,63308.0,419,201298.0,24,0.5771,0
F,45865.0,507,160004.0,20,0.4535,0
M,94828.0,617,336061.0,12,0.6652,1
M,116852.0,637,147175.0,12,0.6109,1
F,54428.0,454,251658.0,29,0.468,0
M,67061.0,454,292152.0,12,0.5016,0
F,61948.0,693,50740.0,39,0.7266,1
M,54806.0,804,186063.0,6,0.6545,1
F,43359.0,612,156836.0,11,0.4819,0
F,38301.0,558,294629.0,1,0.3867,0
F,37288.0,456,267508.0,13,0.4525,0
M,68105.0,313,176680.0,16,0.491,0
F,49607.0,376,95259.0,12,0.3503,0
M,20000.0,638,303815.0,0,0.4529,0
M,68897.0,708,193235.0,0,0.5558,0
M,59235.0,693,38162.0,25,0.6468,1
M,86933.0,519,46762.0,12,0.584,0
M,67462.0,732,243763.0,33,0.7382,1
M,30427.0,754,72419.0,39,0.7449,1
M,20000.0,439,385965.0,8,0.3987,0
F,45611.0,797,106293.0,18,0.4696,0
F,47498.0,829,199964.0,22,0.6372,1
F,78863.0,395,215911.0,27,0.4899,0
M,59823.0,327,127062.0,29,0.5138,0
M,82674.0,529,10000.0,6,0.5926,0
M,33503.0,715,219090.0,13,0.5866,0
M,79305.0,755,124676.0,1,0.544,0
F,74420.0,324,211654.0,11,0.3847,0
M,20000.0,703,187767.0,1,0.4929,0
F,86452.0,841,226329.0,27,0.8594,1
M,61869.0,464,356187.0,27,0.6121,1
F,67841.0,507,145382.0,11,0.3908,0
M,42702.0,672,153116.0,29,0.6216,1
F,85505.0,368,33420.0,39,0.6137,1
M,36283.0,819,180482.0,39,0.7864,1
F,76642.0,652,240987.0,21,0.6323,1
M,76412.0,400,151651.0,17,0.472,0
F,40517.0,300,241643.0,13,0.3923,0
F,99667.0,650,182249.0,24,0.6591,1
M,64631.0,306,69773.0,9,0.4122,0
F,73078.0,617,231199.0,35,0.5754,0
M,29458.0,808,179417.0,8,0.5486,0
M,102355.0,485,212276.0,10,0.6425,1
M,35509.0,761,143305.0,26,0.6233,1
F,80498.0,642,134460.0,12,0.5892,0
F,40105.0,307,215741.0,0,0.2872,0
M,47620.0,435,176940.0,38,0.5817,0
M,75775.0,682,372428.0,10,0.6638,1
F,80551.0,485,279873.0,2,0.3245,0
F,34574.0,671,254500.0,1,0.5124,0
F,81809.0,465,182252.0,23,0.393,0
M,80900.0,620,10000.0,19,0.6741,1
M,41241.0,456,119241.0,39,0.7101,1
M,91973.0,584,135271.0,14,0.6647,1
M,30863.0,327,172502.0,5,0.3178,0
M,47505.0,650,196664.0,19,0.5874,0
F,69580.0,382,265607.0,21,0.4333,0
M,42929.0,669,227315.0,1,0.4591,0
F,65276.0,840,315920.0,14,0.6529,1
F,64822.0,694,168810.0,33,0.5972,0
M,56259.0,779,225716.0,30,0.6993,1
F,76648.0,512,234384.0,29,0.6062,1
M,55433.0,659,224573.0,27,0.6962,1
F,64631.0,513,328189.0,32,0.5793,0
M,82929.0,603,280377.0,20,0.6375,1
M,75814.0,454,68060.0,22,0.4534,0
F,75720.0,679,188567.0,12,0.5537,0
M,37016.0,499,198603.0,25,0.5204,0
F,70496.0,537,415154.0,18,0.4323,0
M,42430.0,466,167021.0,26,0.4479,0
M,34372.0,525,101752.0,39,0.6536,1
M,58566.0,550,243833.0,6,0.5074,0
F,41914.0,579,249699.0,24,0.4659,0
F,75812.0,775,192623.0,39,0.833,1
M,76291.0,797,177974.0,35,0.8575,1
F,21947.0,834,294890.0,6,0.547,0
M,43434.0,710,114640.0,19,0.5646,0
F,30804.0,728,165905.0,23,0.6692,1
F,50747.0,838,147785.0,27,0.7881,1
M,69104.0,742,309389.0,4,0.6684,1
M,55154.0,509,228549.0,35,0.663,1
M,48205.0,846,93501.0,30,0.7672,1
M,86004.0,790,103549.0,32,0.809,1
M,20000.0,770,387342.0,23,0.716,1
F,84737.0,762,308322.0,9,0.6328,1
F,49114.0,849,284155.0,37,0.7165,1
M,58438.0,776,201225.0,4,0.5677,0
M,49453.0,497,350847.0,30,0.6213,1
M,90858.0,820,89660.0,8,0.8142,1
F,35380.0,798,275297.0,31,0.7044,1
M,60235.0,810,155673.0,4,0.7479,1
M,70549.0,624,175111.0,26,0.5544,0
F,27780.0,766,272579.0,27,0.5652,0
F,41602.0,438,185644.0,11,0.3495,0
F,57036.0,541,156530.0,4,0.3243,0
F,42267.0,615,150484.0,7,0.4493,0
M,43688.0,434,10000.0,16,0.5098,0
F,53003.0,487,276320.0,7,0.2992,0
F,72992.0,368,99337.0,33,0.5371,0
M,53146.0,738,385841.0,22,0.6124,1
M,81569.0,376,171239.0,17,0.4377,0
M,40045.0,699,330944.0,9,0.5595,0
F,34962.0,673,19097.0,38,0.6354,1
M,98527.0,311,273148.0,4,0.4511,0
F,46841.0,786,298856.0,16,0.6029,1
F,33782.0,716,330356.0,10,0.5564,0
F,25159.0,506,47196.0,18,0.4784,0
M,81502.0,640,129728.0,20,0.6548,1
F,53174.0,610,257651.0,2,0.5576,0
M,54926.0,607,214844.0,39,0.6535,1
M,56816.0,592,229336.0,0,0.4429,0
M,80259.0,675,163971.0,23,0.6433,1
F,56409.0,826,355080.0,35,0.857,1
F,106881.0,639,460847.0,5,0.6032,1
F,62675.0,382,210398.0,9,0.4234,0
M,81236.0,751,245342.0,39,0.8432,1
F,76105.0,302,205624.0,33,0.4522,0
F,59271.0,755,328405.0,23,0.6556,1
F,48261.0,535,282912.0,22,0.4475,0
F,66639.0,688,93362.0,19,0.7038,1
F,70202.0,692,138730.0,37,0.6925,1
M,48548.0,329,99070.0,34,0.443,0
M,63327.0,447,469482.0,33,0.4999,0
M,84724.0,582,263531.0,35,0.7807,1
M,101399.0,537,140431.0,15,0.6455,1
F,77087.0,618,132445.0,22,0.6143,1
M,97255.0,636,280523.0,0,0.4765,0
F,47413.0,330,290492.0,8,0.3251,0
M,74038.0,506,279811.0,11,0.5007,0
M,86770.0,528,157444.0,36,0.6455,1
M,42073.0,641,230584.0,16,0.6401,1
F,50288.0,759,211092.0,2,0.4649,0
F,94758.0,435,106374.0,37,0.5105,0
M,40498.0,583,107351.0,28,0.5105,0
F,33177.0,650,241197.0,30,0.5366,0
M,90560.0,316,219645.0,34,0.4721,0
M,83935.0,514,255335.0,37,0.7087,1
M,68642.0,694,279102.0,25,0.6408,1
F,59086.0,698,349938.0,12,0.5692,0
M,51230.0,713,122410.0,18,0.6042,1
M,65639.0,543,263024.0,31,0.6722,1
M,91596.0,394,274920.0,26,0.5851,0
F,64771.0,305,168787.0,38,0.4691,0
M,103339.0,386,212186.0,12,0.5722,0
F,42041.0,488,171344.0,33,0.4869,0
M,59606.0,719,410859.0,18,0.6347,1
F,52539.0,366,210485.0,18,0.392,0
M,38297.0,547,245151.0,2,0.4709,0
M,56938.0,506,173602.0,2,0.3474,0
F,68347.0,504,152037.0,25,0.5815,0
F,70485.0,618,69800.0,5,0.4636,0
M,103409.0,382,309987.0,12,0.5225,0
F,69289.0,723,276844.0,37,0.6756,1
M,83003.0,381,169890.0,26,0.5957,0
M,61322.0,848,109963.0,23,0.8074,1
M,93561.0,786,217991.0,9,0.7496,1
F,107969.0,432,150230.0,15,0.5132,0
M,70622.0,414,177796.0,22,0.5,0
F,40147.0,676,73644.0,11,0.4278,0
M,49024.0,510,221707.0,27,0.5612,0
F,65639.0,431,223700.0,12,0.4697,0
F,69130.0,673,309472.0,17,0.6246,1
M,73969.0,453,184926.0,1,0.3954,0
F,69204.0,722,166644.0,16,0.7622,1
M,60140.0,665,44324.0,22,0.6943,1
M,47276.0,446,310096.0,22,0.4558,0
M,68023.0,426,289282.0,0,0.3734,0
M,97100.0,607,202874.0,13,0.5659,0
M,80399.0,417,67077.0,11,0.4642,0
F,70694.0,530,78547.0,13,0.5617,0
M,80591.0,750,145289.0,37,0.8196,1
F,52579.0,799,296523.0,15,0.7067,1
F,49835.0,444,229034.0,33,0.5801,0
M,45044.0,348,50664.0,17,0.4759,0
